QualifiedName	Name	Complexity	Coupling	Size	Lack of Cohesion	CBO	RFC	SRFC	DIT	NOC	WMC	LOC	CMLOC	NOF	NOSF	NOM	NOSM	NORM	LCOM	LCAM	LTCC	ATFD	SI	
org.tribuo.math.optimisers.util.ShrinkingMatrix	ShrinkingMatrix	low	low	low-medium	low-medium	4	11	4	1	0	15	108	50	7	0	9	0	6	0.738	0.685	0.714	0	667	
org.tribuo.math.optimisers.util.ShrinkingTensor	ShrinkingTensor	low	low	low	low	1	1	0	1	2	1	3	1	0	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.optimisers.util.ShrinkingVector	ShrinkingVector	low-medium	low	low-medium	medium-high	3	20	6	1	0	23	129	84	7	0	16	0	10	0.69	0.719	0.648	0	625	
<Package>org.tribuo.math.util	org.tribuo.math.util	low	low	low-medium	low						55	301												
org.tribuo.math.util.ExpNormalizer	ExpNormalizer	low	low	low	low	0	2	1	0	0	6	19	17	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.util.HeapMerger	HeapMerger	low	low	low-medium	low	2	10	7	0	0	10	65	30	0	1	2	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.math.util.MatrixHeapMerger	MatrixHeapMerger	low	low	low-medium	low	4	12	9	0	0	12	63	60	0	1	2	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.math.util.Merger	Merger	low	low	low	low	2	2	0	1	2	2	3	2	0	0	2	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.math.util.MergerTest	MergerTest	low	low	low-medium	low	5	15	12	0	0	11	105	104	0	0	11	0	0	0.0	0.455	0.0	0	0.0	
org.tribuo.math.util.NoopNormalizer	NoopNormalizer	low	low	low	low	0	2	0	0	0	2	7	5	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.util.Normalizer	Normalizer	low	low	low	low	0	2	1	0	0	6	20	18	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.util.SigmoidNormalizer	SigmoidNormalizer	low	low	low	low	0	3	2	0	0	4	13	11	0	1	2	1	0	0.0	0.0	0.0	0	0.0	
org.tribuo.math.util.VectorNormalizer	VectorNormalizer	low	low	low	low	0	2	1	1	4	2	6	2	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.multilabel	org.tribuo.multilabel	low	low-medium	medium-high	low						91	625												
org.tribuo.multilabel.ImmutableMultiLabelInfo	ImmutableMultiLabelInfo	low	low	low-medium	low-medium	2	9	1	1	0	11	113	44	0	1	8	0	1	0.0	0.675	0.0	0	125	
org.tribuo.multilabel.IndependentMultiLabelTest	IndependentMultiLabelTest	low	low-medium	low	low	8	16	5	0	0	3	22	21	0	0	1	1	0	0.0	0.0	0.0	1	0.0	
org.tribuo.multilabel.MultiLabel	MultiLabel	low-medium	low-medium	low-medium	low	5	13	4	0	0	30	165	80	1	2	9	0	0	0.833	0.583	0.833	1	0.0	
org.tribuo.multilabel.MultiLabelFactory	MultiLabelFactory	low	low-medium	low-medium	low	6	7	0	0	0	9	71	25	0	4	7	0	0	0.1125	0.429	1.0	0	0.0	
org.tribuo.multilabel.MultiLabelFactoryTest	MultiLabelFactoryTest	low	low	low-medium	low	3	9	1	0	0	8	69	67	0	0	8	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.multilabel.MultiLabelInfo	MultiLabelInfo	low	low-medium	low-medium	low	6	10	1	0	2	10	70	30	2	1	9	0	0	0.833	0.593	0.952	0	0.0	
org.tribuo.multilabel.MultiLabelTest	MultiLabelTest	low	low-medium	low	low	6	15	7	0	0	3	43	37	0	0	3	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.multilabel.MutableMultiLabelInfo	MutableMultiLabelInfo	low	low	low	low	3	6	1	1	0	8	40	23	0	1	5	0	0	0.0	0.533	0.0	0	0.0	
org.tribuo.multilabel.MutableMultiLabelInfoTest	MutableMultiLabelInfoTest	low	low	low	low	3	7	5	0	0	1	10	7	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.multilabel.Utils	Utils	low	low-medium	low	low	8	8	4	0	0	4	22	11	0	1	0	3	0	0.0	0.167	1.0	0	0.0	
<Package>org.tribuo.multilabel.baseline	org.tribuo.multilabel.baseline	low	low	low	low						18	124												
org.tribuo.multilabel.baseline.BinaryExample	BinaryExample	low	low	low	medium-high	4	13	3	1	0	10	45	30	1	0	10	0	0	0.0	0.717	0.786	0	0.0	
org.tribuo.multilabel.baseline.IndependentMultiLabelModel	IndependentMultiLabelModel	low	low	low	low	4	4	3	1	0	4	42	12	0	1	1	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.multilabel.baseline.IndependentMultiLabelTrainer	IndependentMultiLabelTrainer	low	low	low	low	2	4	0	0	0	4	37	9	2	0	4	0	0	1.0	0.375	1.0	0	0.0	
<Package>org.tribuo.multilabel.evaluation	org.tribuo.multilabel.evaluation	low	low-medium	low-medium	low						58	605												
org.tribuo.multilabel.evaluation.MultiLabelConfusionMatrix	MultiLabelConfusionMatrix	low	low-medium	low-medium	low	5	14	6	0	0	12	122	39	3	0	8	0	0	0.667	0.125	0.857	0	0.0	
org.tribuo.multilabel.evaluation.MultiLabelConfusionMatrixTest	MultiLabelConfusionMatrixTest	low	low-medium	low-medium	low	7	31	15	0	0	9	152	151	0	0	6	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.multilabel.evaluation.MultiLabelEvaluation	MultiLabelEvaluation	low	low	low	low	0	0	0	1	1	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.multilabel.evaluation.MultiLabelEvaluationImpl	MultiLabelEvaluationImpl	low-medium	low-medium	low-medium	low-medium	9	34	8	0	0	28	147	86	3	0	28	0	0	1.0	0.7	0.997	0	0.0	
org.tribuo.multilabel.evaluation.MultiLabelEvaluator	MultiLabelEvaluator	low	low	low	low	0	0	0	1	0	0	33	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.multilabel.evaluation.MultiLabelEvaluatorTest	MultiLabelEvaluatorTest	low	low-medium	low-medium	low	10	25	22	0	0	2	86	75	0	0	2	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.multilabel.evaluation.MultiLabelMetric	MultiLabelMetric	low	low	low	low	1	3	0	0	0	3	48	9	1	0	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.multilabel.evaluation.MultiLabelMetrics	MultiLabelMetrics	low	low	low	low	2	1	0	0	0	1	16	2	0	8	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.multilabel.example	org.tribuo.multilabel.example	low	low	low	low						6	67												
org.tribuo.multilabel.example.MultiLabelDataGenerator	MultiLabelDataGenerator	low	low-medium	low-medium	low	10	16	5	0	0	6	67	65	0	1	1	5	0	0.0	0.0	0.9	0	0.0	
<Package>org.tribuo.multilabel.sgd	org.tribuo.multilabel.sgd	low	low	low	low						3	4												
org.tribuo.multilabel.sgd.MultiLabelObjective	MultiLabelObjective	low	low	low	low	1	3	0	1	2	3	4	3	0	0	3	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.multilabel.sgd.linear	org.tribuo.multilabel.sgd.linear	low	low	low	low						17	111												
org.tribuo.multilabel.sgd.linear.LinearSGDModel	LinearSGDModel	low-medium	low-medium	low	low	9	15	5	3	0	3	31	15	2	1	1	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.multilabel.sgd.linear.LinearSGDOptions	LinearSGDOptions	low	low	low	low	5	6	2	0	0	4	25	11	6	0	2	0	0	1.0	0.0	1.0	0	0.0	
org.tribuo.multilabel.sgd.linear.LinearSGDTrainer	LinearSGDTrainer	low-medium	low-medium	low	low	6	9	1	2	0	6	28	15	1	0	6	0	0	0.0	0.524	1.0	0	0.0	
org.tribuo.multilabel.sgd.linear.TestSGDLinear	TestSGDLinear	low	medium-high	low	low	11	23	11	0	0	4	27	24	0	2	1	2	0	0.0	0.444	1.0	2	0.0	
<Package>org.tribuo.multilabel.sgd.objectives	org.tribuo.multilabel.sgd.objectives	low	low	low	low						21	81												
org.tribuo.multilabel.sgd.objectives.BinaryCrossEntropy	BinaryCrossEntropy	low	low-medium	low	low	7	12	5	0	0	9	37	32	0	1	6	0	0	0.0	0.417	1.0	0	0.0	
org.tribuo.multilabel.sgd.objectives.Hinge	Hinge	low	low-medium	low	low	7	12	4	0	0	12	44	38	1	0	7	0	0	0.0	0.571	0.952	0	0.0	
<Package>org.tribuo.provenance	org.tribuo.provenance	low	medium-high	medium-high	low						27	442												
org.tribuo.provenance.ConfiguredDataSourceProvenance	ConfiguredDataSourceProvenance	low	low	low	low	0	0	0	1	8	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.DataProvenance	DataProvenance	low	low	low	low	0	0	0	1	2	0	1	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.DataSourceProvenance	DataSourceProvenance	low	low	low	low	0	0	0	1	10	0	5	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.DatasetProvenance	DatasetProvenance	low	low-medium	low-medium	low-medium	7	20	10	0	5	10	102	21	7	1	10	0	0	0.893	0.68	0.844	2	0.0	
org.tribuo.provenance.EnsembleModelProvenance	EnsembleModelProvenance	low	low	low	low	1	3	1	1	0	2	43	5	1	1	2	0	0	1.0	0.0	0.0	0	0.0	
org.tribuo.provenance.EvaluationProvenance	EvaluationProvenance	low	low	low-medium	low	3	4	0	0	0	4	51	12	4	1	4	0	0	0.667	0.5	0.167	0	0.0	
org.tribuo.provenance.ModelProvenance	ModelProvenance	low	low	low-medium	low	3	4	0	0	1	4	107	9	3	1	4	0	0	0.833	0.0	0.5	0	0.0	
org.tribuo.provenance.OutputFactoryProvenance	OutputFactoryProvenance	low	low	low	low	0	0	0	1	6	1	4	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.SimpleDataSourceProvenance	SimpleDataSourceProvenance	low	low	low	low	3	1	0	0	0	1	42	3	3	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.SkeletalTrainerProvenance	SkeletalTrainerProvenance	low	low-medium	low-medium	low	6	8	3	1	6	5	82	20	3	1	5	0	0	0.5	0.6	0.0	0	0.0	
org.tribuo.provenance.TrainerProvenance	TrainerProvenance	low	low	low	low	0	0	0	1	5	0	4	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.provenance.impl	org.tribuo.provenance.impl	low	low	low	low						9	104												
org.tribuo.provenance.impl.EmptyDataSourceProvenance	EmptyDataSourceProvenance	low	low	low	low	0	2	0	0	0	2	19	4	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.impl.EmptyDatasetProvenance	EmptyDatasetProvenance	low	low	low	low	2	1	0	1	0	1	9	2	0	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.impl.EmptyTrainerProvenance	EmptyTrainerProvenance	low	low	low	low	0	2	0	0	0	2	19	4	0	1	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.provenance.impl.TimestampedTrainerProvenance	TimestampedTrainerProvenance	low	low	low	low	2	2	0	0	0	2	49	6	2	1	2	0	0	0.667	0.0	0.0	0	0.0	
org.tribuo.provenance.impl.TrainerProvenanceImpl	TrainerProvenanceImpl	low-medium	low	low	low	2	2	0	2	0	2	8	4	0	1	2	0	0	0.0	0.333	0.0	0	0.0	
<Package>org.tribuo.regression	org.tribuo.regression	low	low	low-medium	low						74	584												
org.tribuo.regression.ImmutableRegressionInfo	ImmutableRegressionInfo	low	low	low-medium	low-medium	1	6	0	1	0	8	103	34	0	1	6	0	1	0.0	0.667	0.0	0	167	
org.tribuo.regression.MutableRegressionInfo	MutableRegressionInfo	low	low-medium	low-medium	low	5	10	5	1	0	13	63	40	0	1	5	0	0	0.0	0.533	0.0	1	0.0	
org.tribuo.regression.RegressionFactory	RegressionFactory	low	low-medium	low-medium	low	6	9	1	0	0	11	80	35	2	5	9	0	0	0.952	0.593	0.778	0	0.0	
org.tribuo.regression.RegressionInfo	RegressionInfo	low	low	low-medium	low	5	7	0	0	2	7	58	22	2	2	7	0	0	1.5	0.429	1.0	0	0.0	
org.tribuo.regression.Regressor	Regressor	low	low	low-medium	low-medium	0	10	2	0	1	19	264	48	4	2	8	0	0	0.806	0.656	0.5	1	0.0	
org.tribuo.regression.RegressorTest	RegressorTest	low	low	low	low	1	1	0	0	0	1	16	15	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.baseline	org.tribuo.regression.baseline	low	low	low-medium	low						37	278												
org.tribuo.regression.baseline.DummyRegressionModel	DummyRegressionModel	low	low-medium	low-medium	low	9	2	0	1	0	8	64	25	5	1	2	0	0	0.5	0.429	0.0	0	0.0	
org.tribuo.regression.baseline.DummyRegressionTrainer	DummyRegressionTrainer	low	low	low-medium	low	2	9	0	0	0	17	174	38	5	0	4	5	0	0.767	0.556	0.464	0	0.0	
org.tribuo.regression.baseline.TestDummyRegression	TestDummyRegression	low	low-medium	low	low	7	24	8	0	0	10	40	33	0	5	4	0	0	0.0	0.5	1.0	0	0.0	
<Package>org.tribuo.regression.ensemble	org.tribuo.regression.ensemble	low	low	low	low						5	132												
org.tribuo.regression.ensemble.AveragingCombiner	AveragingCombiner	low	low	low-medium	low	1	1	0	0	0	1	63	3	0	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.ensemble.AveragingCombinerTest	AveragingCombinerTest	low	medium-high	low-medium	low	14	12	9	0	0	4	69	61	0	5	2	2	0	0.733	0.0	0.0	2	0.0	
<Package>org.tribuo.regression.evaluation	org.tribuo.regression.evaluation	low	low-medium	low-medium	low						42	306												
org.tribuo.regression.evaluation.RegressionEvaluation	RegressionEvaluation	low	low	low	low	1	8	0	1	1	12	13	8	0	0	8	0	0	0.0	0.25	0.0	0	0.0	
org.tribuo.regression.evaluation.RegressionEvaluationImpl	RegressionEvaluationImpl	low	low-medium	low-medium	low	8	15	5	0	0	10	74	29	3	0	10	0	0	0.0	0.6	1.0	0	0.0	
org.tribuo.regression.evaluation.RegressionEvaluator	RegressionEvaluator	low	low	low	low	0	2	0	1	0	2	29	4	1	0	2	0	0	0.0	0.25	1.0	0	0.0	
org.tribuo.regression.evaluation.RegressionEvaluatorTest	RegressionEvaluatorTest	low	medium-high	low	low	12	25	14	0	0	3	30	29	0	0	2	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.regression.evaluation.RegressionMetric	RegressionMetric	low	low	low	low	1	2	0	0	0	2	36	6	2	0	2	0	0	1.0	0.25	0.0	0	0.0	
org.tribuo.regression.evaluation.RegressionMetrics	RegressionMetrics	low	low	low-medium	low	5	12	1	0	0	12	74	47	0	4	1	8	0	0.0	0.278	1.0	0	0.0	
org.tribuo.regression.evaluation.RegressionSufficientStatistics	RegressionSufficientStatistics	low	low	low	low	1	0	0	0	0	0	50	0	4	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.example	org.tribuo.regression.example	low	low	low-medium	low						37	358												
org.tribuo.regression.example.GaussianDataSource	GaussianDataSource	low	low-medium	low-medium	low	7	6	1	0	0	9	67	34	8	0	5	1	0	0.563	0.5	0.9	0	0.0	
org.tribuo.regression.example.NonlinearGaussianDataSource	NonlinearGaussianDataSource	low	low-medium	low-medium	low	7	6	1	0	0	11	86	48	10	0	5	1	0	0.55	0.5	0.9	0	0.0	
org.tribuo.regression.example.RegressionDataGenerator	RegressionDataGenerator	low	low-medium	low-medium	low	8	21	5	0	0	13	205	199	0	1	1	12	0	0.0	0.346	0.909	0	0.0	
<Package>org.tribuo.regression.impl	org.tribuo.regression.impl	low	low	low	low						18	136												
org.tribuo.regression.impl.SkeletalIndependentRegressionModel	SkeletalIndependentRegressionModel	low	low	low	low	5	8	4	1	0	4	16	10	0	1	3	0	0	0.0	0.417	0.0	0	0.0	
org.tribuo.regression.impl.SkeletalIndependentRegressionSparseModel	SkeletalIndependentRegressionSparseModel	low-medium	low	low	low	5	8	4	2	1	4	16	10	0	1	3	0	0	0.0	0.417	0.0	1	0.0	
org.tribuo.regression.impl.SkeletalIndependentRegressionSparseTrainer<T>	SkeletalIndependentRegressionSparseTrainer	low	low	low-medium	low	2	5	0	0	0	5	52	11	2	0	5	0	0	1.0	0.4	1.0	0	0.0	
org.tribuo.regression.impl.SkeletalIndependentRegressionTrainer<T>	SkeletalIndependentRegressionTrainer	low	low	low-medium	low	2	5	0	0	0	5	52	11	2	0	5	0	0	1.0	0.4	1.0	0	0.0	
<Package>org.tribuo.regression.liblinear	org.tribuo.regression.liblinear	low	low	low-medium	low						36	243												
org.tribuo.regression.liblinear.LibLinearRegressionModel	LibLinearRegressionModel	low-medium	low-medium	low-medium	low	8	5	3	2	0	9	66	31	0	1	3	0	0	0.0	0.333	0.0	2	0.0	
org.tribuo.regression.liblinear.LibLinearRegressionTrainer	LibLinearRegressionTrainer	low	low-medium	low	low-medium	10	13	6	1	0	8	44	25	0	0	5	0	0	0.0	0.657	0.0	2	0.0	
org.tribuo.regression.liblinear.LinearRegressionType	LinearRegressionType	low	low	low	low	2	8	1	0	0	7	31	18	1	1	7	0	0	1.0	0.429	0.933	1	0.0	
org.tribuo.regression.liblinear.TestLibLinear	TestLibLinear	low	low-medium	low-medium	low	6	33	9	0	0	10	56	54	0	1	8	2	0	0.0	0.45	1.0	0	0.0	
org.tribuo.regression.liblinear.TrainTest	TrainTest	low	low	low	low	0	0	0	0	0	0	46	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.libsvm	org.tribuo.regression.libsvm	low	low	low-medium	low						32	275												
org.tribuo.regression.libsvm.LibSVMRegressionModel	LibSVMRegressionModel	low-medium	low	low	low	5	2	1	2	0	4	42	13	3	1	1	0	0	0.0	0.0	0.0	1	0.0	
org.tribuo.regression.libsvm.LibSVMRegressionTrainer	LibSVMRegressionTrainer	low	low-medium	low-medium	low-medium	9	13	6	1	0	8	88	25	1	0	5	0	0	0.0	0.633	1.0	2	0.0	
org.tribuo.regression.libsvm.SVMRegressionType	SVMRegressionType	low	low	low	low	1	8	0	0	0	8	31	21	1	1	8	0	0	0.75	0.437	0.857	0	0.0	
org.tribuo.regression.libsvm.TestLibSVM	TestLibSVM	low	low-medium	low-medium	low	7	33	9	0	0	10	61	56	0	4	8	2	0	0.0	0.45	1.0	0	0.0	
org.tribuo.regression.libsvm.TrainTest	TrainTest	low	low	low-medium	low	0	0	0	0	0	0	53	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.rtree	org.tribuo.regression.rtree	low	low-medium	low-medium	low						87	721												
org.tribuo.regression.rtree.CARTJointRegressionTrainer	CARTJointRegressionTrainer	low	low-medium	low-medium	low-medium	9	8	1	1	0	7	63	37	2	0	7	0	0	0.75	0.607	0.8	0	0.0	
org.tribuo.regression.rtree.CARTRegressionTrainer	CARTRegressionTrainer	low	low-medium	low-medium	low-medium	8	7	1	1	0	6	105	32	1	0	6	0	0	0.0	0.625	1.0	0	0.0	
org.tribuo.regression.rtree.IndependentRegressionTreeModel	IndependentRegressionTreeModel	low-medium	low-medium	low-medium	low	5	15	5	3	0	7	150	21	0	1	2	0	4	0.0	0.25	0.0	1	6.0	
org.tribuo.regression.rtree.TestCARTJointRegressionTrainer	TestCARTJointRegressionTrainer	low-medium	low-medium	low-medium	low	7	54	15	0	0	31	125	120	0	3	30	1	0	0.696	0.581	0.819	0	0.0	
org.tribuo.regression.rtree.TestCARTRegressionTrainer	TestCARTRegressionTrainer	low-medium	low-medium	low-medium	low	6	48	17	0	0	25	102	97	0	2	23	2	0	0.533	0.533	0.813	0	0.0	
org.tribuo.regression.rtree.TestRegressionEnsembles	TestRegressionEnsembles	low	low-medium	low-medium	low	9	34	14	0	0	11	86	68	0	13	4	7	0	0.1015	0.227	0.727	0	0.0	
org.tribuo.regression.rtree.TrainTest	TrainTest	low	low	low-medium	low	0	0	0	0	0	0	90	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.rtree.impl	org.tribuo.regression.rtree.impl	low	low	low-medium	low						94	784												
org.tribuo.regression.rtree.impl.InvertedFeature	InvertedFeature	low-medium	low	low-medium	low-medium	2	11	2	0	0	33	123	111	4	1	11	0	0	0.556	0.636	0.429	0	0.0	
org.tribuo.regression.rtree.impl.JointRegressorTrainingNode	JointRegressorTrainingNode	low-medium	medium-high	medium-high	medium-high	12	27	16	1	0	28	309	107	8	1	7	1	0	0.933	0.712	1.0	2	0.0	
org.tribuo.regression.rtree.impl.RegressorTrainingNode	RegressorTrainingNode	low	medium-high	low-medium	low	12	20	13	1	0	17	269	70	7	1	4	1	0	0.1167	0.6	1.0	2	0.0	
org.tribuo.regression.rtree.impl.TreeFeature	TreeFeature	low	low	low-medium	low	3	14	6	0	0	16	83	62	2	0	6	0	0	0.5	0.542	0.6	0	0.0	
<Package>org.tribuo.regression.rtree.impurity	org.tribuo.regression.rtree.impurity	low	low	low	low						23	127												
org.tribuo.regression.rtree.impurity.MeanAbsoluteError	MeanAbsoluteError	low	low	low-medium	low	2	3	0	0	0	8	55	34	0	0	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.regression.rtree.impurity.MeanSquaredError	MeanSquaredError	low	low	low-medium	low	2	3	0	0	0	7	54	34	0	0	3	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.regression.rtree.impurity.RegressorImpurity	RegressorImpurity	low	low	low	low	1	5	2	1	2	7	18	5	0	0	5	0	0	0.0	0.3	0.0	0	0.0	
<Package>org.tribuo.regression.sgd	org.tribuo.regression.sgd	low	low	low	low						2	103												
org.tribuo.regression.sgd.RegressionObjective	RegressionObjective	low	low	low	low	3	2	1	1	3	2	6	2	0	0	2	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.sgd.TrainTest	TrainTest	low	low	low-medium	low	0	0	0	0	0	0	67	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.sgd.Util	Util	low	low	low	low	0	0	0	0	0	0	30	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.sgd.linear	org.tribuo.regression.sgd.linear	low	low	low	low						20	160												
org.tribuo.regression.sgd.linear.LinearSGDModel	LinearSGDModel	low-medium	low-medium	low	low	7	10	2	3	0	1	26	4	1	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.sgd.linear.LinearSGDTrainer	LinearSGDTrainer	low-medium	low-medium	low	low	7	10	4	2	0	7	36	19	1	0	6	0	0	0.0	0.524	1.0	1	0.0	
org.tribuo.regression.sgd.linear.TestSGDLinear	TestSGDLinear	low	low-medium	low-medium	low	9	40	14	0	0	12	98	77	0	2	8	3	0	0.5	0.409	0.982	0	0.0	
<Package>org.tribuo.regression.sgd.objectives	org.tribuo.regression.sgd.objectives	low	low	low	low						17	75												
org.tribuo.regression.sgd.objectives.AbsoluteLoss	AbsoluteLoss	low	low	low	low	4	11	5	0	0	4	20	16	0	0	4	0	0	0.0	0.333	0.0	0	0.0	
org.tribuo.regression.sgd.objectives.Huber	Huber	low	low	low	low	4	10	4	0	0	9	38	30	1	1	6	0	0	1.0	0.542	0.933	0	0.0	
org.tribuo.regression.sgd.objectives.SquaredLoss	SquaredLoss	low	low	low	low	4	7	2	0	0	4	17	13	0	0	4	0	0	0.0	0.333	0.0	0	0.0	
<Package>org.tribuo.regression.slm	org.tribuo.regression.slm	low	low-medium	medium-high	low						79	721												
org.tribuo.regression.slm.ElasticNetCDTrainer	ElasticNetCDTrainer	low	low	low-medium	low-medium	5	12	4	0	0	13	205	34	7	0	7	2	0	0.857	0.648	0.933	0	0.0	
org.tribuo.regression.slm.LARSLassoTrainer	LARSLassoTrainer	low	low	low	low	2	21	10	1	0	14	45	40	0	0	3	0	0	0.0	0.444	0.0	0	0.0	
org.tribuo.regression.slm.LARSTrainer	LARSTrainer	low	low	low	low	2	21	9	1	0	9	34	29	0	0	3	0	0	0.0	0.444	0.0	0	0.0	
org.tribuo.regression.slm.SLMTrainer	SLMTrainer	low-medium	low-medium	low-medium	low-medium	10	25	15	0	2	23	192	72	3	0	7	4	0	0.833	0.675	1.0	0	0.0	
org.tribuo.regression.slm.SparseLinearModel	SparseLinearModel	low-medium	low	low-medium	low	4	14	4	3	0	5	97	17	6	1	3	0	1	1.0	0.5	0.0	1	1.0	
org.tribuo.regression.slm.TestSLM	TestSLM	low	low-medium	low-medium	low	10	34	14	0	0	11	70	64	0	5	4	7	0	1.0	0.455	1.0	0	0.0	
org.tribuo.regression.slm.TrainTest	TrainTest	low	low	low-medium	low	0	0	0	0	0	0	78	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
<Package>org.tribuo.regression.xgboost	org.tribuo.regression.xgboost	low	low	low-medium	low						17	231												
org.tribuo.regression.xgboost.TestXGBoost	TestXGBoost	low	low-medium	low	low	5	30	9	0	0	7	38	35	0	2	6	1	0	0.0	0.429	1.0	0	0.0	
org.tribuo.regression.xgboost.TrainTest	TrainTest	low	low	low-medium	low	0	0	0	0	0	0	65	0	0	0	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.xgboost.XGBoostOptions	XGBoostOptions	low	low	low	low	2	1	0	0	0	1	29	2	13	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.xgboost.XGBoostRegressionConverter	XGBoostRegressionConverter	low	low	low	low	0	1	0	0	0	1	30	3	0	1	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.regression.xgboost.XGBoostRegressionTrainer	XGBoostRegressionTrainer	low	low-medium	low-medium	low-medium	6	9	2	1	0	8	69	22	1	0	8	0	0	0.0	0.639	0.857	0	0.0	
<Package>org.tribuo.sequence	org.tribuo.sequence	low	medium-high	medium-high	low						148	874												
org.tribuo.sequence.AbstractSequenceEvaluator<T,C,E,M>	AbstractSequenceEvaluator	low	low	low	low	3	3	1	0	1	2	32	8	0	0	2	0	0	0.0	0.25	0.0	0	0.0	
org.tribuo.sequence.HashingSequenceTrainer<T>	HashingSequenceTrainer	low	low	low	low	2	5	1	0	0	4	34	10	2	0	4	0	0	0.5	0.5	0.667	0	0.0	
org.tribuo.sequence.ImmutableSequenceDataset<T>	ImmutableSequenceDataset	low-medium	medium-high	low-medium	medium-high	15	32	17	1	1	32	102	83	3	1	13	4	0	0.844	0.799	0.956	1	0.0	
org.tribuo.sequence.IndependentSequenceModel<T>	IndependentSequenceModel	low	low	low	low	1	0	0	1	0	0	16	0	1	1	0	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.sequence.IndependentSequenceTrainer<T>	IndependentSequenceTrainer	low	low	low	low	3	4	0	0	0	4	30	9	2	0	4	0	0	1.0	0.375	1.0	0	0.0	
org.tribuo.sequence.MinimumCardinalitySequenceDataset<T>	MinimumCardinalitySequenceDataset	low-medium	medium-high	low-medium	low	11	17	13	2	0	16	89	51	2	1	4	0	1	0.833	0.5	0.667	2	0.5	
org.tribuo.sequence.MutableSequenceDataset<T>	MutableSequenceDataset	low-medium	medium-high	low-medium	medium-high	14	34	19	1	0	21	73	53	3	1	12	0	0	0.675	0.764	0.5	2	0.0	
org.tribuo.sequence.SequenceDataSource<T>	SequenceDataSource	low	low	low	low	1	1	0	1	0	1	2	1	0	0	1	0	0	0.0	0.0	0.0	0	0.0	
org.tribuo.sequence.SequenceDataset<T>	SequenceDataset	low	low-medium	low	low-medium	8	10	1	0	2	12	43	19	2	1	10	0	0	0.833	0.675	1.0	0	0.0	
